-0.15414594	-0.3171757	-0.24799101	0.21138433	-0.20070146	0.29776457	-0.16397601	-0.17042509	-0.1486619	-0.10621154	-0.055762675	0.28157008	0.066789165	-0.38874137	0.08175599	-0.10467757	-0.13564008	0.2605207	-0.07887008	-0.05545369	-0.07855419	0.34601486	0.12726909	0.09626106	-0.42095065	-0.10168919	0.19347851	0.099871956	-0.072335795	0.22174478	0.1060812	-0.09493454	0.0395995	-0.26193827	0.14786221	-0.2588555	-0.30953914	0.062378332	-0.0931536	0.068474256	-0.13305052	-0.02575856	-0.041213285	-0.15683119	-0.1394083	-0.3209109	0.24427018	0.27556264	-0.13517436	-0.04047901
-0.09391639	-0.28909224	-0.10671768	-0.16709928	0.23427527	-0.2867548	0.029706473	0.22968708	0.13886055	-0.22631712	0.18450344	0.28732866	-0.18530321	-0.07855602	0.010148647	-0.24098842	0.26251686	0.38546896	-0.03245229	-0.11057906	0.1481616	-0.2887698	-0.16204976	-0.06041173	0.1654017	-0.15222228	0.08554114	-0.06393709	0.066879116	-0.24750821	-0.098453574	0.22782007	-0.31204888	-0.1496747	-0.122907944	-0.098348536	-0.18961544	0.12814644	-0.07597439	0.13826185	-0.20913881	-0.39625198	-0.3353158	0.32452056	-0.021085136	-0.20085289	0.015139411	-0.13021994	0.33760023	-0.25970533
-0.1594833	-0.1619219	-0.030938074	-0.27810925	-0.20476745	-0.018682873	-0.11932637	0.2202958	-0.15198174	-0.22374554	-0.02244089	-0.03399602	-0.021642115	0.3248971	0.20250675	0.13769928	0.28129283	0.28638914	0.06561851	0.04522201	-0.40622085	0.08523288	-0.19172126	0.07079939	0.21197318	0.15903938	0.16127618	0.085786946	-0.1639368	-0.028758282	-0.22917002	-0.0652593	0.3815931	-0.13707435	-0.12158207	-0.0143991895	0.17667955	-0.12030564	0.12424534	-0.18151163	0.04346156	-0.1384256	-0.064921476	0.24332689	-0.09142035	-0.2823577	-0.026049603	-0.005959167	-0.038354326	-0.23461847
-0.17024751	-0.45402893	-0.14186455	-0.14591019	-0.22080149	-0.07818132	-0.10986844	0.1619631	-0.10598649	0.18896468	0.19892786	0.32882053	-0.07470689	0.20395222	-0.07429313	0.34379804	0.12815298	-0.048399594	0.12303712	0.16156304	0.059071578	0.17628397	0.24469987	0.17554653	-0.10497021	-0.13303813	0.09856744	-0.3861725	0.06358021	-0.36014262	-0.14235353	0.06008638	0.1422844	-0.22640005	0.02907464	-0.27265644	-0.045200445	-0.26360035	-0.11865606	0.07011846	0.042417742	0.13203967	0.25914538	-0.23630346	-0.30328438	0.23151243	0.07460963	-0.271585	-0.36690006	-0.192205
0.06764877	-0.11655185	-0.0048804786	-0.06311525	0.22841558	-0.13528354	-0.09878327	-0.12837689	0.032957	0.15964888	-0.24663194	-0.2667224	-0.08609197	0.19777443	0.22747852	0.16352335	0.06402835	0.21864827	0.38948113	-0.072027415	0.058441482	0.3936514	0.20219283	-0.32940394	0.11988466	0.4367903	-0.09782056	-0.122509494	0.18151021	0.059153978	-0.19725679	-0.11653834	0.21926337	-0.16430072	-0.27028218	-0.0664587	0.122437686	0.10120852	0.24703573	0.30950785	0.16361538	-0.14698061	0.14442572	0.15237059	0.06892794	0.27792352	-0.19396684	-0.42574483	0.10875533	-0.12286884
-0.08914605	-0.11747948	-0.4450888	-0.16288371	0.13912068	0.22472781	-0.1293452	-0.019060425	-0.059557322	-0.21612164	-0.15930848	0.10945005	-0.09307594	-0.03017531	0.2677873	-0.07072208	-0.08013073	-0.120137975	-0.0116270445	-0.30733073	0.25663337	0.011599707	0.28019553	0.108451106	-0.00023512344	0.114137456	0.24556795	0.18289126	-0.2943111	0.23552613	0.30678985	-0.25484797	-0.17492859	0.28299102	0.3775811	-0.23045608	0.34485203	0.082097754	0.26946986	-0.17901489	-0.086060844	-0.2258171	0.011163553	0.293107	0.08558116	-0.07753308	0.40279838	-0.2751409	0.14311056	0.34786582
-0.019628689	-0.3054113	-0.037621204	-0.11040447	0.13235421	-0.14466178	0.04472181	-0.12801258	0.124022245	0.26083916	-0.23957163	0.1786776	-0.22570461	-0.019753883	0.1173688	0.0056369347	0.18429677	-0.06471373	-0.18928833	0.015003585	-0.12736194	0.086853735	-0.2492267	0.39918202	-0.19363402	0.42793494	-0.075833194	-0.04291433	0.07567225	0.28963795	-0.1830512	-0.46580446	-0.11362118	-0.13145626	0.115086704	0.22545193	0.12962733	-0.14564602	-0.13330673	0.16845545	0.27000007	-0.15546234	-0.04084657	0.05654899	0.11253852	0.30479342	0.21810722	0.27990216	0.039101653	-0.13547309
0.35430524	0.41446978	-0.18407254	0.20505401	0.21861245	-0.13369757	0.29444593	0.078413956	0.02466489	0.25428987	-0.11422767	-0.093405336	0.16167063	-0.3652041	0.08197833	0.017085962	0.032521375	0.17515105	-0.061709944	0.14053991	0.20776008	-0.04522787	0.05898028	0.10782106	-0.021914512	0.08654541	-0.29990327	0.06700998	-0.23067012	0.35904709	-0.36001977	-0.30158547	0.23759127	-0.3774551	-0.33218837	0.12886395	-0.08576093	-0.16398671	-0.38281858	0.01647599	-0.23313214	-0.20052087	0.16797306	-0.14192176	0.16548724	0.19058724	-0.03229606	-0.40129635	0.060123898	0.06866615
0.14716025	0.24529564	-0.35768387	-0.032959558	-0.27581346	0.022796994	0.08111363	0.32167906	-0.11673004	0.27929446	-0.12910904	0.10501787	-0.27660635	0.25459117	-0.22891192	0.18287848	0.2689995	0.39441302	-0.21435362	0.07594387	0.24239999	0.045042235	-0.015079592	-0.07757574	0.33061486	-0.2016204	-0.13380188	-0.111412205	0.29789296	0.32135457	0.29179117	0.06852061	0.027316699	0.15123875	-0.030447116	-0.039050158	0.2655423	0.18850864	-0.3135505	-0.4740457	0.3395822	0.067246765	-0.122693844	0.015575113	0.09781064	-0.15432677	0.13306296	-0.114138134	-0.08973841	-0.051259447
0.13256927	0.15127979	0.048828688	-0.058863167	0.15187718	-0.25163963	0.034103513	0.0027570701	0.115551874	-0.23877054	0.1603284	-0.19821602	0.072132416	0.04474486	-0.12400616	0.25577268	-0.0042157206	-0.32761797	-0.13862932	0.101148255	-0.28202474	-0.14595146	0.21724246	-0.047066115	0.2317305	-0.07233313	0.1324179	-0.14065991	0.2181334	0.22411749	0.09526162	-0.1088145	0.23911825	0.11872819	-0.016444825	0.2296853	0.09952526	0.14135055	-0.16960399	0.10823342	0.18648753	-0.11275822	-0.12988617	0.019555645	-0.15496138	0.10858616	0.28549147	-0.12762289	0.0096351355	0.14887282
