"Triangle Research International, Inc.",,,,,,
Tridium,,,,,,
Trihedral Engineering Limited,,,,,,
Tropos,,,,,,
TURCK,,,,,,
Unified Automation,,,,,,
Unitronics,,,,,,
Universal Robots,,,,,,
Vecna,,,,,,
VideoInsight,,,,,,
VIPA Controls,,,,,,
VISAM,,,,,,
Visonic,,,,,,
Vyaire Medical,,,,,,
WAGO,,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
WECON,,,,,,
Weidmueller,,,,,,
WellinTech,,,,,,
Westermo,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
Wind River,,,,,,
"Wind River, GE",,,,,,
xArrow,,,,,,
Xiongmai,,,,,,
XZERES,,,,,,
Siemens,,,,,,
Sierra Wireless,,,,,,
"GE, Silex Technology",,,,,,
SIMPlight,,,,,,
Sinapsi,,,,,,
Sixnet,,,,,,
SMA Solar Technology AG,,,,,,
Smiths Medical,,,,,,
Software Toolbox,,,,,,
Solar Controls,,,,,,
SpecView,,,,,,
SpiderControl,,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
St. Jude Medical,,,,,,
Stryker,,,,,,
SUBNET Solutions Inc.,,,,,,
Sunway,,,,,,
Synergy Systems & Solutions,,,,,,
Systech,,,,,,
Tec4Data,,,,,,
Telecrane,,,,,,
Teledyne DALSA,,,,,,
Tesla,,,,,,
Thales DIS,,,,,,
Tibbo,,,,,,
"Tollgrade Communications, Inc.",,,,,,
Trane U.S. Inc.,,,,,,
Triangle MicroWorks,,,,,,
Triangle MicroWorks,,,,,,
Triangle MicroWorks,,,,,,
"Triangle Research International, Inc.",,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
Schneider Electric,,,,,,
"Pro-face, Schneider Electric",,,,,,
"Mitsubishi Electric Automation, Schneider Electric",,,,,,
Schweitzer Engineering Laboratories,,,,,,
SearchBlox,,,,,,
Sensys Networks,,,,,,
"General Motors, Shanghai OnStar",,,,,,
SICK,,,,,,
Sielco Sistemi,,,,,,
Rockwell Automation,,,,,,
RuggedCom,,,,,,
SafeNet,,,,,,
Saia Burgess Controls,,,,,,
Saia Burgess Controls,,,,,,
Samsung,,,,,,
Satel Iberia,,,,,,
SCADA Engine,,,,,,
Scadatec Limited,,,,,,
"AVEVA, Schneider Electric",,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
Pacom,,,,,,
PACTware Consortium,,,,,,
Panasonic,,,,,,
"Panasonic, Panasonic Electric Works Europe AG",,,,,,
Pangea Communications,,,,,,
"PDQ Manufacturing, Inc.",,,,,,
PEPPERL+FUCHS,,,,,,
"PEPPERL+FUCHS, ecom instrument",,,,,,
Philips,,,,,,
Phoenix Broadband Technologies LLC,,,,,,
PHOENIX CONTACT,,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
"PHOENIX CONTACT, Innominate Security Technologies",,,,,,
Pilz,,,,,,
Post Oak Traffic Systems,,,,,,
Prima Systems,,,,,,
"Pro-face, Schneider Electric",,,,,,
ProMinent,,,,,,
ProSoft Technology,,,,,,
PSI GridConnect,,,,,,
QNX,,,,,,
Qualcomm Life,,,,,,
Quest,,,,,,
RealFlex Technologies,,,,,,
Red Lion Controls,,,,,,
"Red Lion Controls, AutomationDirect",,,,,,
Reliable Controls,,,,,,
Resource Data Management,,,,,,
Rexroth Bosch,,,,,,
Rittal,,,,,,
RLE Nova-Wind,,,,,,
Roche,,,,,,
Moxa,,,,,,
mySCADA,,,,,,
N-Tron,,,,,,
Nari,,,,,,
National Renewable Energy Laboratory (NREL),,,,,,
"Natus Medical, Inc.",,,,,,
Navis,,,,,,
NetComm Wireless,,,,,,
Network Vision,,,,,,
Newport,,,,,,
Nordex,,,,,,
Nortek,,,,,,
NovaTech,,,,,,
NUUO,,,,,,
NXP,,,,,,
NXP Semiconductors,,,,,,
Ocean Data,,,,,,
OleumTech,,,,,,
OmniMetrix,,,,,,
Omron,,,,,,
Open Automation Software,,,,,,
Optergy,,,,,,
Optimalog,,,,,,
Opto 22,,,,,,
OPW Fuel Management Systems,,,,,,
ORing,,,,,,
Orpak,,,,,,
OSIsoft,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
JanTek,,,,,,
Johnson Controls,,,,,,
Kabona AB,,,,,,
Kepware Technologies,,,,,,
KMC Controls,,,,,,
Korenix,,,,,,
Koyo,,,,,,
KUKA,,,,,,
Kunbus,,,,,,
Lantech,,,,,,
LAVA Computer MFG Inc.,,,,,,
LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,,,,,,
LCDS—Leão Consultoria e Desenvolvimento de Sistemas LTDA ME,,,,,,
Locus Energy,,,,,,
LOYTEC,,,,,,
Lynxspring,,,,,,
"GE, MACTek",,,,,,
Magnetrol,,,,,,
Marel,,,,,,
Martem,,,,,,
MatrikonOPC,,,,,,
